condition,sample_id,temperature,output_story
Few-Shot (4 Examples),1,0.7,"He and he were playing. He and he in the sand. They got shovels. They wanted to build. Build a big castle. They were having fun.

The dog is... is pat [* m:0ing]pat pat. Pat the sand. Make the walls strong. The rabbit is... is dig dig dig. Dig with his bucket. Get more sand. They work very hard.

Uh, uh, uh. Mistake. He (i)s lifting. He (i)s dumping. All the sand. On top. Smash. Castle smash. Flat.

Dog is... is cry. Cry cry. Her castle. He (i)s upset. He (i)s feel bad. He (i)s didn't mean it. He (i)s want to fix.

He (i)s pat pat pat. Fix the sand. Fix the castle. Dog is... is happy. They build new one. New castle."
Few-Shot (4 Examples),2,0.7,"Um, the rabbit and the dog (i)s playing. Playing in the sand. They (i)s have shovels. Shovels. They want to (i)s build. Build a big sandcastle. Together. They (i)s having fun.

And uh the dog (i)s pat pat pat. Pating the sand. Make the walls strong. Strong. The rabbit (i)s digging. Digging. With his bucket. Get more sand.

They (i)s work very hard. Hard. Hard work. Uh, suddenly... rabbit (i)s lift. Lift his bucket. (i)s dump all the sand. All the sand. On top of the castle. Castle. Castle smash. Smash. Fall down flat.

The dog (i)s very upset. Cry. Cry. Her hard work. Ruined. The rabbit (i)s feel bad. Feel bad. Didn't mean to break. Break. He (i)s want to (i)s make things right.

So, rabbit (i)s pat pat pat. Pating the sand. Fix the castle. Fix. dog be [* m:unv:a] happy. Happy. They (i)s decide. Decide. Build a new one. New one. The end."
Few-Shot (4 Examples),3,0.7,"Um, a rabb it and a dog... play in the s a n d b o x. They had shovels. They w a n t to build a big... sand c a s t l e. They (i)s h a v i n g a l o t... fun.

D o g (i)s... p a t the s a n d. Make the w a l l s... strong. R a b b i t... dig... dig with... his bucket. Get more s a n d. They w o r k... v e r y... hard on it.

Umm... r a b b i t... m a k e... m i s t a k e. He (i)s... lift his heavy... bucket. D u m p all the... s a n d... on top. On top... castle. Smash... smash. F a l l down flat.

D o g... v e r y... up set. Cry... cry. Her h a r d w o r k... r u i n e d. R a b b i t... f e l t... b a d. He (i)s... d i dn't mean to... break it. He (i)s... w a n t to m a k e... t h i n g s... r i g h t.

R a b b i t... p a t the s a n d... b a c k. T r y to f i x... the castle. So d o g w i l l be... h a p p y. They d e c i d e to... build a new one."
Few-Shot (4 Examples),4,0.7,"Um, day... rabbit and dog. Playing. In the... sand box. They (i)s have shovels. Want to build big... sand_castle. Together. They (i)s having fun.

Dog is pat [* m:0ing]the sand. Make the wall strong. Rabbit is dig... dig with bucket. Get more sand. They (i)s work very hard.

Uh, rabbit make mistake. He lift heavy bucket. Dump all the sand. On top of castle. Castle smash. Fall down flat.

Dog is very upset. She (i)s crying. Her hard work... ruined. Rabbit feel bad. He (i)s didn't mean to break it. He want to make... right.

Rabbit start pat the sand. Fix castle. dog be [* m:unv:a] happy. They (i)s decide to build... new one. The end."
Few-Shot (4 Examples),5,0.7,"He's play in the sand. He's play in the sand. They got shovels. They want to build. They want to build a big one. They (i)s having fun.

Dog is pat. Dog is pat [* m:0ing]pat. Make the walls. Walls strong. Rabbit is dig. Dig with bucket. Get more sand. They work. Work, work.

Rabbit make mistake. He (i)s lift bucket. He (i)s dump sand. Sand on top. Castle smash. Castle fall down.

Dog is cry. Dog is upset. Castle smash. Rabbit feel bad. He (i)s sorry. He (i)s try.

Rabbit pat pat. Pat sand. Fix castle. dog be [* m:unv:a] happy. They build. Build new one."
Few-Shot (4 Examples),6,0.7,"Day um, a rabbit and a dog. Dog and rabbit. Um, play in the sand. They have, shovel. They want build big sand. Castle. Castle. Um they have fun.

Dog is pat. Pat the sand. Make wall strong. Rabbit is dig. Dig with bucket. Get more sand. They work hard.

Uh, rabbit make mistake. Rabbit lift bucket. Boom! All the sand. On the castle. Castle smash. Fall down flat.

Dog cry. Dog cry. Because... um because. Castle break. Rabbit feel bad. Rabbit no mean to break. Rabbit want fix.

Rabbit pat sand. Pat sand. Fix castle. Dog happy. They build new one. New one. The end."
Few-Shot (4 Examples),7,0.7,"One day, um, rabbit and dog, play in the sandbox. They have shovels. They want build big sandcastle. They (i)s having a lot of fun.

Dog is pat [* m:0ing]pat pat sand. Make wall strong. Rabbit is dig dig dig with bucket. Get more sand. They (i)s work very hard.

Uh uh uh, rabbit make mistake. Lift big bucket. All sand on top. Castle smash. Castle fall down flat.

Dog is very sad. Dog cry. Her hard work is ruined. Rabbit feel bad. Rabbit no mean to break. He want make thing right.

Rabbit start pat pat pat sand. Try fix castle. dog be [* m:unv:a] happy. They decide build new one."
Few-Shot (4 Examples),8,0.7,"Um, rabbit and dog, play in the sand. They have... shovels. Want build big castle. They having fun.

Um, dog... pat, pat. Make wall strong. Rabbit... dig, dig. Get more sand. They work... hard.

Uh-oh, rabbit... mistake. Lift big bucket. Boom! Castle... smash. Fall down flat.

Dog, she... cry. Upset. Castle... no good. Rabbit feel bad. No mean to break.

Rabbit... pat, pat. Fix castle. Make dog happy. They... build new one."
Few-Shot (4 Examples),9,0.7,"Um, a a rabbit and dog. Play in the sand box. They is have shovel. They want to build... build a big castle. Together. They is having fun.

Dog is um, pat pat pat. Pat the sand. Make the wall strong. Rabbit is dig dig dig. Dig with his bucket. Get more sand. They work very hard.

Uh, uh, uh. Then rabbit make a... a mistake. He is lift heavy bucket. Dump all sand on top. Castle smash. Castle fall down.

Dog is very... upset. She is cry. Cry because her hard work is... is gone. Rabbit feel bad. He is didn't mean to break it. He want to make it... right.

Rabbit is pat [* m:0ing]pat pat. Pat the sand. Fix the castle. Dog is happy. They is build new one. The end."
Few-Shot (4 Examples),10,0.7,"A a a, was play in the sand box. He (i)s play with dog. Dog is have shovel. He (i)s want build a big castle. They (i)s having fun. Um fun.

The dog is pat [* m:0ing]pat pat. Make the wall strong. Rabbit is dig dig dig. Get more sand. They (i)s work hard. They (i)s work hard.

Uh, the rabbit make a... mistake. He (i)s lift he bucket. Dump all the sand. Sand on the castle. Smash. Flat. Uh.

Dog is very up. She (i)s cry. Castle smash. Rabbit feel bad. He (i)s sorry. He (i)s want make it right.

Rabbit is pat [* m:0ing]pat pat. Fix the castle. He (i)s want make dog happy. They (i)s decide build new one. The end."
Few-Shot (4 Examples),11,0.7,"One day. Um, rabbit and dog. Play in sandbox. They got shovels. They wanna build big castle. Together. They (i)s having fun.

The dog, she (i)s pat. Pat pat. Make walls strong. The rabbit, he (i)s digging. Digging, digging. Get more sand. They (i)s work hard.

Uh, suddenly. Rabbit make... make mistake. He (i)s lift bucket. All sand on top. Castle smash. Flat.

Dog, she (i)s upset. Cry. Cry cry. Her castle, ruined. Rabbit, he (i)s feel bad. He (i)s didn't mean it. He (i)s wanna fix.

Rabbit, he (i)s pat. Pat pat. Fix castle. Dog happy. They (i)s build new one. New castle. The end."
Few-Shot (4 Examples),12,0.7,"He and doggie, they (i)s play. They (i)s got shovel. And they (i)s wanna build a big castle. Big castle. They (i)s having fun.

The doggie, she (i)s pat pat pat. Making wall strong. The rabbit, he (i)s dig dig dig. He (i)s get sand. They (i)s work very hard. Very hard.

Uh, uh, uh. Rabbit (i)s do mistake. He (i)s pick up big bucket. And he (i)s, uh, dump sand. Smash smash. Castle (i)s fall down. Down.

doggie, she (i)s cry. Cry cry cry. Her castle (i)s broken. Rabbit, he (i)s feel bad. He (i)s sorry. He (i)s wanna fix.

Rabbit (i)s pat pat pat. Fix castle. He (i)s wanna make doggie happy. Happy. They (i)s build new castle. New castle. The end."
