condition,sample_id,temperature,output_story
Zero-Shot (Knowledge-Based),1,0.7,"Some animalies, a wabbit and a doggie, they pway in sand. They got shovels and wanted to make a big castle. They were having fun, fun, fun.

doggie was patting sand, patting, patting, to make castle strong. Wabbit was diggy, diggy, diggy, with his bucket, to get more sand. They worky, worky, worky.

Then, wabbit make boo-boo. He lifty big bucket, and all sand go on top. Castle smashy, flaty. doggie cryy, wabbit sad.

Wabbit feel bad, no no. He no mean to breaky. doggie cry, wabbit want to fixy. Wabbit start patting sand, patting, patting. He fixy castle, so doggie happy.

They buildy new castle, yay. doggie happy, wabbit happy. They pway, pway, pway, in sand."
Zero-Shot (Knowledge-Based),2,0.7,"One day, wabbit and doggie play in sand box. They have big stick and wittle stick. They wanna make big sand_house.

doggie pat, pat, pat sand. Wabbit dig, dig, dig with his bucket. They work hard, hard, hard.

Then wabbit do boo boo. He drop sand on castle. Oh no! Castle fall down.

doggie cry, cry, cry. She sad. Wabbit feel bad. He say sorry.

Wabbit pat, pat, pat sand. He fix castle. doggie happy again.

They make new sand_house. They play some more. Yay!"
Zero-Shot (Knowledge-Based),3,0.7,"Rabby and doggie play together. They like sand. Rabby and doggie use shovel. They want make big sand_house. They happy.

doggie go pat pat pat. Make sand strong. Rabby go dig dig dig. Get more sand. They work, work, work.

Rabby do boo boo. He lift big bucket. All sand fall down. Castle go ""plop"". Break down.

doggie cry. Sad. Castle all smash. Rabby sad too. He no mean to hurt. Rabby go pat pat pat. Fix castle. Make doggie happy.

Rabby and doggie go make new castle. They play again. Rabby and doggie friend."
Zero-Shot (Knowledge-Based),4,0.7,"Two friends, wabbit and doggie, play in sand. They got big sticks and wanted to make big house. They happy.

Wabbit make walls strong. doggie dig for more sand. They work very hard.

Wabbit make mistake. He put too much sand. House fall down.

doggie cry. Wabbit sad. Wabbit go ""oh no.""

Wabbit fix house. Wabbit pat sand. doggie happy.

They build new house. They work together. They happy."
Zero-Shot (Knowledge-Based),5,0.7,"Rabby and doggie play together. They got shovels and wanted to build sand_house. Rabby make mistake. He put sand on castle. Castle go down. doggie cry. Rabby sad.

Rabby fix castle. He pat sand. doggie happy. They build new castle. Rabby make sure not to put sand on it. They play again. doggie smile. Rabby smile. They friends."
Zero-Shot (Knowledge-Based),6,0.7,"Rabbit and doggie play. They use big sticks to make sand. They wanna make big sand_house. They worky, worky, worky!

doggie pat pat pat sand. Make it strong. Rabbit dig dig dig sand. Get more sand.

Then, rabbit do boo boo. He drop all sand. Castle fall down! doggie sad. doggie cry. Rabbit feel sad too.

Rabbit go, ""Oops! Sorry!"" doggie say, ""It's okay."" Rabbit go, ""I wanna fix it!"" Rabbit pat pat pat sand. Make it better.

They say, ""Let's make new one!"" They worky, worky, worky again! Rabbit and doggie happy!"
Zero-Shot (Knowledge-Based),7,0.7,"One day, wabbit and doggie pwayed in sand. Dey had big shovel. Dey wanna make big sand wike. Dey were haffing so much fun.

doggie patted sand wike dis. Wabbit dug wif bucket. Dey were working vewy vewy hard.

Den wabbit do somethin bad. He pwayed sand on top of wike. Wike smash down flat. doggie cry. Wabbit feel bad.

Wabbit wanna fix. He patted sand wike. He wanna make doggie happy. doggie say okay, wike new one."
Zero-Shot (Knowledge-Based),8,0.7,"Rabby and doggie were playin' in sand. They had wiggly stick and wanted to make big sand_house. They was havin' so much fun.

doggie was bein' careful and patin' sand to make it strong. Rabby was diggin' with his big bucket to get more sand. They worked very hard.

Rabby do bad thing. He lifted big bucket and sand went on castle. Castle fall down. doggie cryin' because she sad. Rabby feel bad too.

Rabby wanna make doggie happy. He start patin' sand again. He wanna fix castle. They go build new one. They be happy again. Yay!"
Zero-Shot (Knowledge-Based),9,0.7,"Rabby and doggie play together. They make sandcastle. Rabby has shovel, doggie has shovel. They build big castle.

doggie go pat, pat, pat. Make castle strong. Rabby go dig, dig, dig. Get more sand. They work, work, work.

Rabby do boo boo. He go ""Oops!"" He pour sand on castle. Castle go ""Boom!"" Fall down.

doggie cry. She sad. Rabby sad too. He no mean to break. He want make better.

Rabby go pat, pat, pat. Make sand again. doggie happy. They build new castle. They play some more."
Zero-Shot (Knowledge-Based),10,0.7,"There were friends. One was a wabbit and one was a doggie. They were playing in sand. They had sticks. They wanted to make a big sand_house.

The doggie was making walls strong. The wabbit was getting more sand. They were working, working, working.

Then the wabbit did something bad. He poured sand on the house. Oops! The house fell down.

The doggie was sad. She was crying. The wabbit said sorry. He didn't mean to break it.

The wabbit was making the sand_house again. He was making it strong. The doggie was happy. They were going to make a new house. They were happy friends."
Zero-Shot (Knowledge-Based),11,0.7,"Rabbit and doggie play together. They make sandcastle. They have shovel. They want to build big one.

doggie do wall. She go pat pat. Rabbit do bucket. He go dig. They work hard.

Rabbit go Oops! He put sand on castle. Castle fall down. doggie cry. She sad. Rabbit sad too.

Rabbit go pat pat. He fix castle. doggie happy. They build new one. They work together."
Zero-Shot (Knowledge-Based),12,0.7,"One day, wabbit and doggie play in sand box. They got shovels and they wanna make big sand castew together. They so happy.

doggie pat sand wif her paw, make wawls stwong. Wabbit dig wif his bucket, get more sand. They work vewy hard.

Den wabbit do mistake. He pick up big bucket and... WHAM! All sand go on top of castew! Oops! Castew break down.

doggie cry, she sad. Wabbit sad too, he didn't mean to break it. He wanna make it better.

Wabbit pat sand again, try to fix castew. doggie happy now. They say, ""Let's build new one!"" Yay!"
