condition,sample_id,temperature,output_story
Few-Shot (2 Examples),1,0.7,"He's got a froggy. Froggy. He's in a jar. Jar. Happy. They go to bed. Night. Froggy. He's like 'I wanna go.' 

Next day, froggy. Gone. He's gone. They look. Shoes. Everywhere. Doggy. Stick. In the jar. 

They yell. 'Frog, frog!' Froggy. Where you? Doggy. Fall. Out the window. Break the jar. Lick the boy. 

Go to forest. Look for froggy. Doggy. Bees. Boy. Hole. Doggy. Playing with bees. 

Boy. Froggy. Where you? Prairie dog. Hit him in the nose. Doggy. Howling. Bees. 

Boy. Big rock. 'Froggy, where you?' Branch. Deer. Boy. Stuck. Deer run. Down. In the water. Splash. 

Shh. Doggy. Log. Mommy frog. Daddy frog. Little froggy. Family. They go home. Happy."
Few-Shot (2 Examples),2,0.7,"He's put the frog in a... a... jar. Yeah. The little boy and the dog. They were happy. Then they go... go... sleep. At night. Frog get up. He wanna go for a walk. They wake up. Frog gone. They look. Everywhere. He's not there.

He's look in the... in the... shoes. He's look everywhere. Dog look back. In the jar. His head get stuck. Uh. In the jar. They wanna yell. Frog. Where you? The dog... he's falling. Out the window. The jar... it's broke. On his head.

They go... go... forest. Look for the frog. Dog see... see... bees. The boy see... see... hole. The dog... he's playing. With the bees. The boy say... say... Frog. Where you? A... a... prairie dog. He's smacking him. The dog... he's howling. At the bees. 

The boy... he's climbing. On a big rock. He say... Frog. Where you? He's holding... a... a branch. But it's... it's... a deer. The boy get stuck. The deer... he's running. The dog is coming. Because he's worried. They're running. Down the hill. Into the water. Splash.

The boy... he's quiet. He say... Shh. To the dog. Let's look... on the other side. And they see... they see... frogs. Mommy and daddy frog. And their little friend. They take him. Say goodbye. And go home. Everyone's happy. The end."
Few-Shot (2 Examples),3,0.7,"They (i)s a little boy and a dog. They (i)s got a frog. Put in a jar. Very happy. Go to bed. 

That night, frog go out. Walk. Next day, frog not there. They look. Little boy look in shoes. Dog look in jar. But his head stuck. 

They (i)s open window. Yell for frog. 'Frog, where are you?' Dog fall out window. Break jar. Lick little boy. Little boy not happy. 

They go forest. Look for frog. Dog play with bumblebees. Boy look in hole. Prairie dog smack boy in nose. Dog howl at bumblebees. 

Boy climb on rock. Say 'Frog, where are you?' But he on deer's head. Deer run. Boy and dog go down cliff. Splash in water. 

They (i)s be quiet. 'Shh.' Look on other side of log. See mommy frog. Daddy frog. Baby frogs. They (i)s take frog. Say goodbye. Go home. Everyone happy. The end."
Few-Shot (2 Examples),4,0.7,"They (i)s putting... frog. In the jar. In the jar. They (i)s happy. Happy. Then they (i)s go to bed. Bed. That night, frog... frog go out. Go for a walk. Walk. 

He's gone. Where's he? (i)s gone. They (i)s look. Look everywhere. Everywhere. In the shoes. In the shoes. The dog (i)s look too. Look in the jar. But his head... his head stuck. Stuck.

Open the window. Yell for frog. 'Frog, where you?' Where you? The dog (i)s losing his... his balance. Fall out the window. Break the jar. Break. Lick the boy. The boy (i)s not... happy. Not happy.

Go out. Go to the forest. Look for frog. The dog (i)s see bumblebees. Bumblebees. Playing with them. Catch them. The boy (i)s look down. Down in a hole. Prairie dog... smacked him. Smack. In the nose. The dog (i)s howling. Howling. At the bumblebees. 

The boy (i)s climb on a rock. 'Frog, where you?' Where you? But it's... antler. Deer. Deer (i)s running. Running. The boy (i)s stuck. Stuck. The dog (i)s coming. Coming. The deer (i)s run. Run to the cliff. Down they (i)s go. Go. In the water. Splash.

Shh. Shh. The dog. Let's... look. Look on the other side. And what they (i)s see? See? Mommy frog. Daddy frog. Frog family. They (i)s take their friend. Goodbye. Goodbye. Go home. Happy. Happy."
Few-Shot (2 Examples),5,0.7,"He's little boy. He's got a dog. They got a frog. Frog go in the jar. They're happy. Happy time. Go to bed. Sleepy time.

Next morning. Frog gone. He's gone. They look. Look in the shoes. Look everywhere. Dog look back in the jar. His head get stuck. Stuck! Can't get out.

They yell. Yell for the frog. 'Frog, where you?' Dog fall out. Break jar. Ouch. Jar on his head. Lick the boy. Boy not happy. Broken jar.

They go in the forest. Look for the frog. Dog see bumblebees. Dog like bumblebees. Bumblebees buzzing. Little boy look down. Hole. Little dog play with bumblebees. Try to catch. Catch bumblebees.

Boy say 'Frog, where you?' Prairie dog hit him. 'Squish!' Dog howl. Bumblebees go chase. Chase dog. Dog run.

Boy climb on a rock. Say 'Frog, where you?' Holding a branch. Branch. But it's a deer! Deer run. Boy get stuck. Stuck on deer's head. Deer stop at the cliff. Down they go. Splash. In the water.

Shh. Quiet. Boy say 'Shh'. Dog quiet too. Look on the other side. See a mommy frog. Daddy frog. Frogs! They got little frogs. Take little frog. Say goodbye. Go home. Happy."
Few-Shot (2 Examples),6,0.7,"Um, little boy... and dog... put frog... in... uh jar. Happy, yeah. Go to bed. Frog... um, go for a walk. Frog... gone. Little boy, dog... wake up. Frog... not there. Look... everywhere. Dog look... in jar. Stick head. Uh jar. 

Yell... for frog. 'Frog, where are you?' Little dog... falling. Out window. Jar... break off. Dog lick... boy. Boy no... happy. Jar break. 

Go... forest. Look... for frog. Dog... play... bumblebees. Little boy... look down... hole. Prairie dog... smack... nose. Howl... bumblebees. Owl... jump. Knock... down. Bumblebees... chase... dog.

Boy... big rock. 'Frog, where are you?' Uh... antler... deer! Boy... stuck. Deer... run. Little boy... dog... down. Cliff. Water... splash.

Shh... boy. 'Let's look... other side... log.' See... mommy... daddy frog. Whole family... frogs. Take... little frog... say... goodbye. Go home. Everyone... happy."
Few-Shot (2 Examples),7,0.7,"They got a frog. Frog in a jar. He's happy. They go to sleep. Frog wanna go out. Frog sneak out. Frog gone. Boy look in shoes. Dog look in jar. His head stuck. Uh oh. They yelling 'Frog where are you?' Frog not there. Dog fell out window. Broke jar. Boy not happy.

They go forest. Look for frog. Dog see bees. Boy see hole. Dog play with bees. Boy say 'Frog where are you?' Prairie dog hit him. Dog howling. Bees chase dog. Boy on rock. Say 'Frog where are you?' But its deer's antler. Boy stuck. Deer run. Boy and dog fall. Down, down, down. In the water. Splash.

Boy say 'Shh'. Dog quiet. They look on log. Mommy frog. Daddy frog. Frog family. They see frog. They go home. Everyone happy. The end."
Few-Shot (2 Examples),8,0.7,"""Um, little boy and dog. They got a frog. In a jar. They were so happy. Happy. Happy. Time for bed. Bed. Sleep. Frog wake up. Go for a walk. He's gone. Gone. 

Little boy look in shoes. Everywhere. Dog look in jar. Stuck. Stuck. Window. Yell. 'Frog, where are you?' Dog fall. Out. Broken. Broken jar. 

Go forest. Look for frog. Dog see bumblebees. Bumblebees. Dog play. Boy look in hole. Prairie dog. Smack. Boy. Dog howling. Bumblebees. Owl. Knock down. Dog. Chase. 

Boy on rock. Hold branch. Antler. Deer. Boy stuck. Deer run. Cliff. Down. Dog. Down. Water. Splash. 

Shh. Dog. Other side log. See mommy. Daddy. Frog family. Take frog. Say bye. Go home. Happy. Everyone happy. The end."""
Few-Shot (2 Examples),9,0.7,"""Boy and dog, they (i)s got frog in a jar. They (i)s happy. Go bed. Frog, he (i)s go for a walk. Next day, frog, he (i)s gone. They (i)s look, look everywhere. Dog, he (i)s look in the jar. He (i)s head get stuck.

They (i)s open window. 'Frog, where you?' Dog, he (i)s falling out. He (i)s broke the jar. Boy, he (i)s not happy. Jar, it's broken.

They (i)s go forest. They (i)s look for frog. Dog, he (i)s playing with bees. Boy, he (i)s looking down. Dog, he (i)s chasing bees. Bee, they (i)s chasing dog.

Boy, he (i)s say 'Frog, where you?' Prairie dog, he (i)s hit boy. Dog, he (i)s howling. Bee, they (i)s chasing dog. Owl, he (i)s knock boy down.

Boy, he (i)s on rock. He (i)s say 'Frog, where you?' He (i)s on deer's head. Deer, he (i)s run. Boy, he (i)s stuck. Dog, he (i)s worried.

Deer, he (i)s stop. Cliff, it's big. Boy, he (i)s down. Dog, he (i)s down. Splash. They (i)s in water.

Boy, he (i)s say 'Shh'. Let's look on the log. They (i)s see mommy frog. Daddy frog. Frog family. They (i)s take frog. Say goodbye. Go home. Everyone (i)s happy."""
Few-Shot (2 Examples),10,0.7,"Um, little boy, little dog, put frog in jar. They (i)s happy. Go to bed. Frog, little frog, he wanna go walk. Little boy, dog wake up. Frog gone. Um, they look everywhere. Little boy look in shoes. Dog look in jar. His head stuck.

They open window. Yell for frog. 'Frog, where you?' Little dog fall out. Break jar. Lick little boy. Little boy not happy. Jar broken.

They go forest. Look for frog. Dog see bees. Bumblebees. Little boy look down. Hole. Little dog play with bees. Try catch. 'Frog, where you?' Prairie dog smack little boy. Dog howl. Bumblebees chase dog.

Little boy climb rock. Hold branch. No, antler. Deer. Deer run. Little boy, dog fall down. Water. Splash. Boy say 'Shh'. Dog quiet. Look on log. See... see mommy frog. Daddy frog. Little frog. They happy. Take frog. Go home. Everyone happy. The end."
