condition,sample_id,temperature,output_story
Few-Shot (2 Examples),1,0.7,"Little boy and dog got frog in jar and they was happy and they go to sleep and the frog go out and go for a walk and the little boy and dog wake up and the frog gone.

They look everywhere and the little boy look in his shoes and the dog look in the jar and his head get stuck in the jar. They yell for the frog and 'Frog where are you?' and the dog fall out the window and he get hurt and the jar break.

They go in the forest and look for the frog and the dog see bumblebees and he wanna catch them and the little boy look down in a hole and the dog is playing with the bumblebees and the boy say 'Frog where are you?' and a prairie dog hit him in the nose and the dog is howling.

An owl knock the little boy down and the bumblebees chase the dog and the boy climb on a big rock and say 'Frog where are you?' and it was a deer and the boy get stuck on the deer's head and the deer run and the little boy and dog fall down the cliff in the water splash.

The boy say 'Shh' to the dog and they look on the other side of the log and they see mommy and daddy frog and a family of frogs and they take their little friend frog and say goodbye and they go home and everyone is happy."
Few-Shot (2 Examples),2,0.7,"um the little boy and dog had frog and they put him in the jar yeah and they were very happy and they go to sleep and the frog he wanted to go out and walk in the dark and they woke up and frog he was gone and they looked everywhere and the dog he got his head stuck in the jar and the boy he looked in his shoe and the dog he looked in the jar too and they yell for frog frog where are you and the dog he fell out the window and the jar broke and the boy he was sad because the jar broke

and they go to the forest to look for frog and the dog he saw the bees and he want to catch them and the boy he looked in the hole and the dog he playing with the bees and the boy he say frog where are you and the prairie dog he hit the boy in the nose and the dog he howling at the bees and the owl he knock the boy down and the bees they chas the dog and the boy he climb on the rock and he say frog where are you and he was holding a big deer's antler and he got stuck on the deer's head and the deer he run and the dog he come with him and the deer he stop at the cliff and the boy and dog they fell in the water splash

and the boy he say shh to the dog and let's look on the other side of the log and what did they see mommy and daddy frog and their little frog they take their little frog and say goodbye and they go home and everyone was happy yeah the end."
Few-Shot (2 Examples),3,0.7,"The uh little boy he got frog and the dog too and they put the frog in the jar yeah and they was happy happy happy and they go to sleep and the frog he wanna go out and go for a little walk and he jump out the jar and he gone and the boy and dog wake up and say where is frog and the frog he is gone and they look every where and the dog he get his head stuck in the jar yeah.

So they open the window and yell for frog frog where are you and the dog he fall out the window and he break the jar and lick the boy and the boy he not happy about that yeah and they go to forest to look for frog and the dog he see bumblebees and he like them and he try to catch them and the boy he look down in hole and he say frog where are you.

And then the prairie dog he come out and he smacked the boy in the nose and the dog he howling at bumblebees and they run after him and the boy he climb on big rock and say frog where are you and the boy he get stuck on deer's head and deer he run and boy and dog he come with him and they go down the cliff and splash they in the water and boy he say shh and let's look on the other side of log.

And what they see is mommy and daddy frog and they got little baby frogs and they take their little friend frog and say goodbye to the frog family and they go home and everyone happy happy happy yeah."
Few-Shot (2 Examples),4,0.7,"""Uh the boy and the dog they had a frog and they put it in the jar and they was happy yeah and they go to sleep and the frog he went out and he went for a walk and he is gone and they was looking everywhere and the boy look in his shoes and the dog look in the jar and his head got stuck yeah

so they yell for the frog frog where are you and the dog he fall out the window and the jar he got stuck on his head and the boy he was sad the jar is broken and they go in the forest and they look for the frog and the dog he was playing with the bumblebees and the boy he was looking in the hole and the dog he was licking the boy

and the boy he said frog where are you and the prairie dog he hit him in the nose and the dog he was howling at the bumblebees and the owl he knock the boy down and the bumblebees they was chasing the dog

the boy he was on the rock and he said frog where are you and it was the deer and the boy he got stuck on the deer's head and the deer he was running and the dog he was coming with him and the deer he stop at the edge and the boy he fell in the water splash

and the boy he was quiet and he said shh to the dog and they go on the other side of the log and they see the mommy frog and the daddy frog and the little frog they was happy and they said goodbye and they go home and they was happy the end"""
Few-Shot (2 Examples),5,0.7,"The uh boy and the dog he got the frog and they put him in the jar and they was happy and they went to bed and the frog he was like this and he get out and he go for a walk while they sleep and the boy wake up and the dog wake up and the frog is gone and he is like this where did you go and the boy look in his shoes and the dog look in the jar and the dog get his head stuck in the jar and the boy is like this what do we do now and they yell for the frog frog where are you and the dog he fell out the window and he broke the jar and he licked the boy and the boy is like this the jar is broke.

So they go out and they look for the frog and the dog he see the bumblebees and he want to catch them and the boy he see the hole and he look in and the dog he is like this and he playing with the bumblebees and the boy he say frog where are you and the prairie dog he smack him in the nose and the dog he is like this and he howling at the bumblebees and the owl he jump out and knock the boy down and the bumblebees they chase the dog.

The boy he climb on the rock and he say frog where are you and he is holding onto the branch but it is the deer's antler and the boy he get stuck on the deer's head and the deer he run and the dog he come with him and the deer he stop at the cliff and down go the boy and the dog splash in the water and the boy he say shh to the dog and let's look on the other side of the log and what did they see mommy frog daddy frog and the whole family of frogs and they take the little frog and they say goodbye and they go home and everyone is happy the end."
Few-Shot (2 Examples),6,0.7,"Um the little boy and the dog and the frog they put the frog in the jar and they were happy happy and they go to bed and the frog say I wanna go for a walk and they sleep and the frog run away and the boy say where is he and the dog say I dont know and they look everywhere.

The boy look in his shoe and the dog look in the jar and he get his head stuck in the jar oh yeah and they yell for the frog frog where are you and the dog fall down and break the jar and the boy not happy that the jar break.

They go to the forest and look for the frog and the dog see the bumblebees and the little boy see the hole and the dog is playing with the bumblebees and he wanna catch them and the boy say frog where are you.

A prairie dog come out and hit him in the nose and the dog is howling and the bumblebees chasing him and the boy say frog where are you and he climb on the rock and he say frog where are you and it was a deer and he get stuck on the deer head.

The deer run and the boy and the dog come with him and they go down the cliff and splash and they swim in the water and they see the mommy frog and the daddy frog and the little frog and they say goodbye and they take the little frog and they go home and everyone happy happy yeah."
Few-Shot (2 Examples),7,0.7,"The boy and the dog they put the frog in the jar and they were very happy. They go to sleep and the frog he go for a walk. He go away. The boy and the dog wake up and the frog not there. They look everywhere. They look in the boy shoes and the dog look in the jar. Oh no the dog head stuck in the jar.

They yell for the frog. Frog where are you? The dog he fall out the window. He break the jar. The boy not happy the jar broken. They go to the forest. They look for the frog. The dog he like the bees. He want to catch them. The boy he look down in the hole.

Frog where are you? The boy he get smacked in the nose. The dog he howl. He run after the bees. They go on a chase. The boy he climb on the rock. Frog where are you? He get stuck on the deer head. The deer he run. The boy and the dog they go down the cliff. They splash in the water.

The boy he say shh to the dog. Let's look on the other side of the log. Oh I see the frogs. Mommy frog and daddy frog and the little frog. They say goodbye to the frogs. They go home. They happy. The end."
Few-Shot (2 Examples),8,0.7,"Um the boy and the dog they put the frog in a jar and they was happy and they go sleep and the frog he go out and go for a walk and he gone.

The boy and the dog wake up and the frog is gone and they look everywhere and the dog he get his head stuck in the jar yeah and the boy he look in his shoe and the dog he look back in the jar and he like this.

They open the window and they yell for the frog and the frog is gone and the dog he fall out the window and he break the jar off his head and he lick the boy and the boy he is sad yeah.

So they go to the forest and look for the frog and the dog he play with the bees and the boy he look in a hole and the dog he howling at the bees and the boy he get smacked in the nose by a prairie dog yeah.

The dog he is running with the bees and the owl he knock the boy down and the bees they are chasing the dog and the boy he is climbing up on a rock and he say frog where are you and he is holding onto a deer's antler yeah.

The deer he is running and the boy he is stuck on the deer's head and the dog he is coming with him because he is worried and the deer he is stopping at the edge of a cliff and down they go in the water splash.

The boy he say shh to the dog and let's look on the other side of this log and what they see mommy and daddy frog and a whole family of frogs and they take their little friend frog and say goodbye to the family and they go home and everyone is happy yeah."
Few-Shot (2 Examples),9,0.7,"The little boy he got the frog in the jar yeah and he and the dog they were happy yeah and they go to sleep the frog he was like this he wanted to go outside so he went out the little boy and the dog they were like this they were sleeping and the frog he went out and they wake up and the frog he was gone where is the frog the little boy looked in his shoe the dog looked in the jar and he got stuck yeah he got stuck in the jar oh yeah.

So they yell for the frog frog where are you the little dog he fell out the window yeah and he broke the jar off his head and he licked the boy yeah but the boy he was mad the jar was broke yeah so they go to the forest to find the frog and the dog he was playing with the bees yeah and the boy he looked in the hole and he said frog where are you and the prairie dog he smacked him in the nose yeah and the dog he was chasing the bees and the owl he knocked the boy down yeah and the bees they chased the dog.

The boy he climbed on the rock and he said frog where are you and it was the deer yeah and the boy he got stuck on the deer's head and the deer he ran and the dog he came with him and they went down the cliff and splash they fell in the water yeah and the boy he said shh to the dog let's look on the other side of the log and they saw the mommy frog and daddy frog and the little frog he was happy yeah they said goodbye to the frog family and they went home yeah the end."
Few-Shot (2 Examples),10,0.7,"The boy and the dog they got the frog and put it in a jar and they were happy and they go to sleep that night and the frog he go for a walk he get out and he go. He gone. The boy and the dog they wake up and they say where is the frog and they look everywhere and the boy look in his shoe and the dog look in the jar and his head get stuck in the jar oh no.

So they yell for the frog frog where are you and the dog he fall out the window and he break the jar off his head and he lick the boy and the boy he sad about the jar. So they go to the forest and look for the frog and the dog he play with the bumblebees and the boy he look in the hole and the prairie dog he smack the boy in the nose. The dog he howl at the bumblebees and the owl he knock the boy down and the bumblebees they chase the dog.

The boy he climb on the rock and say frog where are you and he was holding the branch and it was the deer's antler and the boy he get stuck on the deer's head and the deer he run and the boy he down in the water splash. And the boy he say shh to the dog and let's look on the other side of the log and they see the mommy and daddy frog and the little frog he is their friend and they take him and they go home and everyone is happy the end."
