condition,sample_id,temperature,output_story
Zero-Shot (Rule-Based),1,0.7,"Boy and dog put frog in jar. They happy. They go sleep.

Frog go out jar at night. He go walk. Boy and dog wake up. Frog gone.

Boy look in shoes. Dog look in jar. His head get stuck.

They yell for frog. 'Frog, where you?' Dog fall out window. Jar break on dog.

They go forest. Look for frog. Dog see bumblebees. Boy look in hole.

Boy say 'Frog, where you?' Prairie dog smack him. Bumblebees chase dog. Dog howl.

Boy climb rock. Say 'Frog, where you?' He stuck on deer. Deer run. Dog come with him.

They run. Stop at cliff. Boy and dog fall in water. Splash.

Boy say 'Shh' to dog. 'Let's look on other side log.' They see mommy frog. Daddy frog. Frog family.

They take frog. Say goodbye. Go home. Everyone happy."
Zero-Shot (Rule-Based),2,0.7,"The little boy and the dog put their frog in a jar. They was happy. They go to bed. 

The frog go out the jar when they was sleeping. He go for a walk. The little boy wake up. He see the frog was gone. He look in his shoes. He look everywhere. 

The dog look in the jar. His head got stuck. They yell for the frog. 'Frog, where are you?' The dog fall out the window. The jar break on his head. The dog lick the boy. The boy not happy. 

They go in the forest. They look for the frog. The dog see bumblebees. He want to catch them. The boy look in a hole. He see nothing. 

The boy say 'Frog, where are you?' A prairie dog hit him. The dog howl at the bumblebees. An owl knock the boy down. The bumblebees chase the dog. 

The boy climb on a rock. He say 'Frog, where are you?' He see a deer. He get stuck on the deer's head. The deer run. The dog come with him. 

The deer stop at a cliff. The boy and the dog fall in the water. Splash. The boy hear something. He say 'Shh' to the dog. 

They go on the other side of the log. They see a mommy frog. She have a baby frog. The little boy say 'We find the frog!' They take the frog home. They happy."
Zero-Shot (Rule-Based),3,0.7,"The little boy and the dog, they put the frog in the jar. They was very happy. The little boy and the dog go to bed. That night, the frog get out and go for a walk.

The little boy and the dog wake up. The frog is gone. He go away. The little boy look in his shoes. He look everywhere. The dog look in the jar.

The little boy and the dog yell for the frog. 'Frog, where are you?' The dog fall out the window. The jar get broke on the dog's head.

The little boy and the dog go to the forest. The dog see the bumblebees. The little boy look down in a hole. The dog play with the bumblebees.

The little boy say 'Frog, where are you?' A prairie dog hit him in the nose. The dog howl at the bumblebees. An owl knock the little boy down. The bumblebees chase the dog.

The little boy climb on a rock. He say 'Frog, where are you?' He hold a branch. It was a deer's antler. The boy get stuck on the deer's head. The deer run to get him off. The dog come with him.

The deer stop at the cliff. Down go the little boy and the dog. Right into the water. Splash. The boy say 'Shh' to the dog. 'Let's look on the other side of this log.'

The boy and the dog see a mommy frog. She have a family. They take the little frog. Say goodbye to the family. Go home. Everyone is happy."
Zero-Shot (Rule-Based),4,0.7,"Boy and dog they have frog. They put frog in jar. They happy. They go sleep. 

Frog get out. Frog go for walk. Boy and dog wake up. Frog gone. They look everywhere. Boy look in shoes. Dog look in jar. Dog get head stuck. 

They yell for frog. 'Frog where you?' Boy and dog sad. Dog fall out window. Jar break. Boy not happy. 

They go forest. They look for frog. Dog see bees. Boy look in hole. Dog play with bees. Dog try catch bees. 

Boy say 'Frog where you?' Prairie dog smack boy. Dog howl at bees. Owl knock boy down. Bees chase dog. 

Boy climb on rock. Say 'Frog where you?' Boy hold branch. But it deer antler. Boy get stuck. Deer run. Deer come with dog. Dog worried. 

Deer stop at cliff. Boy and dog down. In water splash. Boy say 'Shh' to dog. Let's look on log. They see mommy frog. Daddy frog. Little frogs. 

They take frog. Say goodbye. Go home. Everyone happy."
Zero-Shot (Rule-Based),5,0.7,"The boy and dog put frog in a jar. They was happy. They go to bed. Next night, frog get out of jar. He go for a walk.

Next morning, frog not in jar. Boy look in shoes. Boy look everywhere. Dog look in jar. Dog head get stuck.

Boy and dog go to forest. They look for frog. Dog see bumblebees. Boy see hole. Dog play with bumblebees. Boy say ""Frog, where you?""

Prairie dog hit boy in nose. Dog howl at bumblebees. Owl knock boy down. Bumblebees chase dog.

Boy climb on rock. Boy say ""Frog, where you?"" Boy stuck on deer's head. Deer run. Dog come with deer. Deer stop at cliff. Boy and dog fall in water.

Boy say ""Shh"" to dog. ""Look on other side of log."" Boy and dog see mommy frog, daddy frog, and little frogs. They take frog home. Boy and dog happy."
Zero-Shot (Rule-Based),6,0.7,"The boy and dog had frog in a jar. They were happy. They went to sleep. 

The frog got out of jar. He went for walk. 

The boy and dog woke up. Frog was gone. They looked everywhere. The boy looked in shoes. Dog looked in jar. His head got stuck. 

They yelled for frog. 'Frog, where are you?' The dog fell out window. He broke jar off his head. He licked the boy. The boy was mad. Jar was broken. 

They went in forest. They looked for frog. The dog saw bees. The boy looked down in hole. The dog was playing with bees. He tried to catch them. 

The boy said 'Frog, where are you?' A prairie dog hit him in nose. The dog was chasing bees. The bees were mad. An owl knocked boy down. The bees chased dog. 

The boy climbed on rock. He said 'Frog, where are you?' He was on branch. It was deer's head. The boy got stuck. Deer ran. Dog came with him. Deer stopped at cliff. The boy and dog fell in water. Splash! 

The boy said 'Shh' to dog. 'Let's look on log.' They saw mommy frog. They saw daddy frog. They saw little frogs. They took frog home. They said goodbye. The boy and dog were happy."
Zero-Shot (Rule-Based),7,0.7,"The little boy and the dog had a frog. They put frog in a jar. They were happy. 

The little boy and the dog go sleep. While they sleep, frog go out. Frog go for a walk. 

The little boy wake up. Frog gone. They look everywhere. The dog look in jar. His head get stuck. 

They yell for frog. 'Frog, where you?' The dog fall out window. The jar break. The dog lick boy. 

They go forest. They look for frog. The dog see bees. The little boy look down. The dog play with bees. 

The boy say 'Frog, where you?' A dog come and hit boy. The dog howl. Bees chase dog. 

The boy go on rock. He say 'Frog, where you?' He get stuck. It was a deer. The deer run. The dog come with deer. They stop at cliff. Down they go. 

The boy hear something. He say 'Shh' to dog. They go look. They see frog's mom and dad. They see frog's family. They take frog. They go home. Everyone happy."
Zero-Shot (Rule-Based),8,0.7,"The boy and dog had frog. They put frog in a jar. They were happy. Then they went to bed.

The frog got out. He went for a walk. Next day boy and dog wake up. Frog gone. They look everywhere.

The boy look in shoes. Dog look in jar. His head stuck in jar. They yell for frog. 'Frog, where are you?' Dog fall out window. Jar break.

Boy and dog go to forest. They look for frog. Dog see bumblebees. Boy see hole. Dog play with bees. Try catch them.

Boy say 'Frog, where are you?' Prairie dog hit him. Dog howl at bees. Bee go chase dog.

Boy climb on rock. Say 'Frog, where are you?' He on deer's head. Deer run. Dog come with. Deer stop. Down go boy and dog. In water they go.

Boy say 'Shh' to dog. 'Let's look on log.' They see mommy frog. See daddy frog. See little frog. They take frog. Say goodbye. Go home."
Zero-Shot (Rule-Based),9,0.7,"Boy and dog had frog. They put frog in jar. They were happy. Then they go sleep.

Frog get out of jar. Frog go for walk. Boy and dog wake up. Frog not there. Boy look in shoes. Dog look in jar. His head stuck in jar.

Boy and dog yell for frog. 'Frog, where you?' Dog fall out window. Dog break jar on head. Dog lick boy. Boy not happy.

Boy and dog go forest. Look for frog. Dog see bees. Boy see hole. Dog play with bees. Boy look in hole.

Boy say 'Frog, where you?' Prairie dog hit boy. Dog howl at bees. Owl knock boy down. Bees chase dog.

Boy climb on rock. Say 'Frog, where you?' Boy on deer's head. Deer run. Boy get stuck. Deer stop at cliff. Boy and dog fall in water.

Boy say 'Shh' to dog. 'Look on log.' Boy and dog see mommy frog. Daddy frog. Baby frogs. They take frog home. Boy and dog happy."
Zero-Shot (Rule-Based),10,0.7,"The little boy and dog had frog in jar. They were very happy. Then they go sleep.

Frog go out when boy and dog sleep. He walk outside. Next day, boy and dog wake up. Frog gone. Boy look in shoes. Dog look in jar. Dog's head get stuck in jar.

They yell for frog. 'Frog, where you?' Dog fall out window. Jar break on dog's head. Boy no like jar break.

They go forest. Look for frog. Dog play with bumblebees. Boy look down hole. Bumblebees fly. Prairie dog hit boy's nose. Owl hit boy down. Bumblebees chase dog.

Boy climb rock. Say 'Frog, where you?' He hold branch. Branch is deer's antler. Boy get stuck on deer's head. Deer run. Boy and dog go down cliff. They go in water. Splash.

Boy say 'Shh'. 'Look on log.' Boy and dog see mommy frog. Daddy frog. Baby frogs. They take frog. Say goodbye. Go home. Everyone happy."
